Date,Population,Area,Type
12/31/2015,404245,"Shreveport-Bossier City, LA",MSA
12/31/2016,402164,"Shreveport-Bossier City, LA",MSA
12/31/2017,400469,"Shreveport-Bossier City, LA",MSA
12/31/2018,397670,"Shreveport-Bossier City, LA",MSA
12/31/2019,395248,"Shreveport-Bossier City, LA",MSA
12/31/2020,392483,"Shreveport-Bossier City, LA",MSA
12/31/2021,389077,"Shreveport-Bossier City, LA",MSA
12/31/2022,385154,"Shreveport-Bossier City, LA",MSA
12/31/2000,48360,"Sidney, OH",MSA
12/31/2001,48662,"Sidney, OH",MSA
12/31/2002,48671,"Sidney, OH",MSA
12/31/2003,48766,"Sidney, OH",MSA
12/31/2004,48791,"Sidney, OH",MSA
12/31/2005,49044,"Sidney, OH",MSA
12/31/2006,49099,"Sidney, OH",MSA
12/31/2007,49284,"Sidney, OH",MSA
12/31/2008,49454,"Sidney, OH",MSA
12/31/2009,49540,"Sidney, OH",MSA
12/31/2010,49347,"Sidney, OH",MSA
12/31/2011,49256,"Sidney, OH",MSA
12/31/2012,49158,"Sidney, OH",MSA
12/31/2013,49202,"Sidney, OH",MSA
12/31/2014,49001,"Sidney, OH",MSA
12/31/2015,49036,"Sidney, OH",MSA
12/31/2016,48760,"Sidney, OH",MSA
12/31/2017,48731,"Sidney, OH",MSA
12/31/2018,48632,"Sidney, OH",MSA
12/31/2019,48592,"Sidney, OH",MSA
12/31/2020,48138,"Sidney, OH",MSA
12/31/2021,48030,"Sidney, OH",MSA
12/31/2022,47671,"Sidney, OH",MSA
12/31/2000,118132,"Sierra Vista-Douglas, AZ",MSA
12/31/2001,118798,"Sierra Vista-Douglas, AZ",MSA
12/31/2002,119847,"Sierra Vista-Douglas, AZ",MSA
12/31/2003,120638,"Sierra Vista-Douglas, AZ",MSA
12/31/2004,123234,"Sierra Vista-Douglas, AZ",MSA
12/31/2005,125786,"Sierra Vista-Douglas, AZ",MSA
12/31/2006,127241,"Sierra Vista-Douglas, AZ",MSA
12/31/2007,128206,"Sierra Vista-Douglas, AZ",MSA
12/31/2008,129023,"Sierra Vista-Douglas, AZ",MSA
12/31/2009,130081,"Sierra Vista-Douglas, AZ",MSA
12/31/2010,131823,"Sierra Vista-Douglas, AZ",MSA
12/31/2011,133124,"Sierra Vista-Douglas, AZ",MSA
12/31/2012,132085,"Sierra Vista-Douglas, AZ",MSA
12/31/2013,129664,"Sierra Vista-Douglas, AZ",MSA
12/31/2014,127437,"Sierra Vista-Douglas, AZ",MSA
12/31/2015,126594,"Sierra Vista-Douglas, AZ",MSA
12/31/2016,125885,"Sierra Vista-Douglas, AZ",MSA
12/31/2017,125048,"Sierra Vista-Douglas, AZ",MSA
12/31/2018,126581,"Sierra Vista-Douglas, AZ",MSA
12/31/2019,127248,"Sierra Vista-Douglas, AZ",MSA
12/31/2020,125522,"Sierra Vista-Douglas, AZ",MSA
12/31/2021,125763,"Sierra Vista-Douglas, AZ",MSA
12/31/2022,125663,"Sierra Vista-Douglas, AZ",MSA
12/31/2000,40371,"Sikeston, MO",MSA
12/31/2001,40206,"Sikeston, MO",MSA
12/31/2002,39885,"Sikeston, MO",MSA
12/31/2003,39850,"Sikeston, MO",MSA
12/31/2004,39704,"Sikeston, MO",MSA
12/31/2005,39719,"Sikeston, MO",MSA
12/31/2006,39626,"Sikeston, MO",MSA
12/31/2007,39509,"Sikeston, MO",MSA
12/31/2008,39293,"Sikeston, MO",MSA
12/31/2009,39185,"Sikeston, MO",MSA
12/31/2010,39268,"Sikeston, MO",MSA
12/31/2011,39159,"Sikeston, MO",MSA
12/31/2012,39177,"Sikeston, MO",MSA
12/31/2013,39228,"Sikeston, MO",MSA
12/31/2014,38897,"Sikeston, MO",MSA
12/31/2015,39040,"Sikeston, MO",MSA
12/31/2016,38781,"Sikeston, MO",MSA
12/31/2017,38611,"Sikeston, MO",MSA
12/31/2018,38596,"Sikeston, MO",MSA
12/31/2019,38416,"Sikeston, MO",MSA
12/31/2020,38020,"Sikeston, MO",MSA
12/31/2021,37856,"Sikeston, MO",MSA
12/31/2022,37840,"Sikeston, MO",MSA
12/31/2000,30882,"Silver City, NM",MSA
12/31/2001,30692,"Silver City, NM",MSA
12/31/2002,30165,"Silver City, NM",MSA
12/31/2003,29485,"Silver City, NM",MSA
12/31/2004,29038,"Silver City, NM",MSA
12/31/2005,29281,"Silver City, NM",MSA
12/31/2006,29503,"Silver City, NM",MSA
12/31/2007,29841,"Silver City, NM",MSA
12/31/2008,29921,"Silver City, NM",MSA
12/31/2009,29865,"Silver City, NM",MSA
12/31/2010,29386,"Silver City, NM",MSA
12/31/2011,29350,"Silver City, NM",MSA
12/31/2012,29260,"Silver City, NM",MSA
12/31/2013,29109,"Silver City, NM",MSA
12/31/2014,28876,"Silver City, NM",MSA
12/31/2015,28369,"Silver City, NM",MSA
12/31/2016,28061,"Silver City, NM",MSA
12/31/2017,27671,"Silver City, NM",MSA
12/31/2018,27274,"Silver City, NM",MSA
12/31/2019,26941,"Silver City, NM",MSA
12/31/2020,28203,"Silver City, NM",MSA
12/31/2021,27892,"Silver City, NM",MSA
12/31/2022,27686,"Silver City, NM",MSA
12/31/2000,142892,"Sioux City, IA-NE-SD",MSA
12/31/2001,142193,"Sioux City, IA-NE-SD",MSA
12/31/2002,141815,"Sioux City, IA-NE-SD",MSA
12/31/2003,141374,"Sioux City, IA-NE-SD",MSA
12/31/2004,141136,"Sioux City, IA-NE-SD",MSA
12/31/2005,139860,"Sioux City, IA-NE-SD",MSA
12/31/2006,140363,"Sioux City, IA-NE-SD",MSA
12/31/2007,140721,"Sioux City, IA-NE-SD",MSA
12/31/2008,141298,"Sioux City, IA-NE-SD",MSA
12/31/2009,142645,"Sioux City, IA-NE-SD",MSA
12/31/2010,143902,"Sioux City, IA-NE-SD",MSA
12/31/2011,144188,"Sioux City, IA-NE-SD",MSA
12/31/2012,143751,"Sioux City, IA-NE-SD",MSA
12/31/2013,143652,"Sioux City, IA-NE-SD",MSA
12/31/2014,143632,"Sioux City, IA-NE-SD",MSA
12/31/2015,143783,"Sioux City, IA-NE-SD",MSA
12/31/2016,143865,"Sioux City, IA-NE-SD",MSA
12/31/2017,143228,"Sioux City, IA-NE-SD",MSA
12/31/2018,143804,"Sioux City, IA-NE-SD",MSA
12/31/2019,144871,"Sioux City, IA-NE-SD",MSA
12/31/2020,149891,"Sioux City, IA-NE-SD",MSA
12/31/2021,149486,"Sioux City, IA-NE-SD",MSA
12/31/2022,149240,"Sioux City, IA-NE-SD",MSA
12/31/2000,188310,"Sioux Falls, SD",MSA
12/31/2001,191693,"Sioux Falls, SD",MSA
12/31/2002,194442,"Sioux Falls, SD",MSA
12/31/2003,197813,"Sioux Falls, SD",MSA
12/31/2004,202328,"Sioux Falls, SD",MSA
12/31/2005,206605,"Sioux Falls, SD",MSA
12/31/2006,211576,"Sioux Falls, SD",MSA
12/31/2007,216943,"Sioux Falls, SD",MSA
12/31/2008,221887,"Sioux Falls, SD",MSA
12/31/2009,225913,"Sioux Falls, SD",MSA
12/31/2010,229110,"Sioux Falls, SD",MSA
12/31/2011,232185,"Sioux Falls, SD",MSA
12/31/2012,237105,"Sioux Falls, SD",MSA
12/31/2013,241883,"Sioux Falls, SD",MSA
12/31/2014,246268,"Sioux Falls, SD",MSA
12/31/2015,250178,"Sioux Falls, SD",MSA
12/31/2016,254901,"Sioux Falls, SD",MSA
12/31/2017,260357,"Sioux Falls, SD",MSA
12/31/2018,264095,"Sioux Falls, SD",MSA
12/31/2019,269264,"Sioux Falls, SD",MSA
12/31/2020,277681,"Sioux Falls, SD",MSA
12/31/2021,282325,"Sioux Falls, SD",MSA
12/31/2022,289592,"Sioux Falls, SD",MSA
12/31/2000,16251,"Snyder, TX",MSA
12/31/2001,15838,"Snyder, TX",MSA
12/31/2002,15982,"Snyder, TX",MSA
12/31/2003,15931,"Snyder, TX",MSA
12/31/2004,16118,"Snyder, TX",MSA
12/31/2005,16085,"Snyder, TX",MSA
12/31/2006,16232,"Snyder, TX",MSA
12/31/2007,16431,"Snyder, TX",MSA
12/31/2008,16478,"Snyder, TX",MSA
12/31/2009,16806,"Snyder, TX",MSA
12/31/2010,16929,"Snyder, TX",MSA
12/31/2011,16861,"Snyder, TX",MSA
12/31/2012,17120,"Snyder, TX",MSA
12/31/2013,17258,"Snyder, TX",MSA
12/31/2014,17367,"Snyder, TX",MSA
12/31/2015,17565,"Snyder, TX",MSA
12/31/2016,17417,"Snyder, TX",MSA
12/31/2017,17020,"Snyder, TX",MSA
12/31/2018,16838,"Snyder, TX",MSA
12/31/2019,16655,"Snyder, TX",MSA
12/31/2020,16937,"Snyder, TX",MSA
12/31/2021,16830,"Snyder, TX",MSA
12/31/2022,16686,"Snyder, TX",MSA
12/31/2000,56428,"Somerset, KY",MSA
12/31/2001,56911,"Somerset, KY",MSA
12/31/2002,57545,"Somerset, KY",MSA
12/31/2003,58232,"Somerset, KY",MSA
12/31/2004,59175,"Somerset, KY",MSA
12/31/2005,59950,"Somerset, KY",MSA
12/31/2006,60752,"Somerset, KY",MSA
12/31/2007,61440,"Somerset, KY",MSA
12/31/2008,62270,"Somerset, KY",MSA
12/31/2009,62711,"Somerset, KY",MSA
12/31/2010,63195,"Somerset, KY",MSA
12/31/2011,63519,"Somerset, KY",MSA
12/31/2012,63528,"Somerset, KY",MSA
12/31/2013,63815,"Somerset, KY",MSA
12/31/2014,63894,"Somerset, KY",MSA
12/31/2015,63898,"Somerset, KY",MSA
12/31/2016,64061,"Somerset, KY",MSA
12/31/2017,64377,"Somerset, KY",MSA
12/31/2018,64735,"Somerset, KY",MSA
12/31/2019,65243,"Somerset, KY",MSA
12/31/2020,65104,"Somerset, KY",MSA
12/31/2021,65561,"Somerset, KY",MSA
12/31/2022,65795,"Somerset, KY",MSA
12/31/2000,80034,"Somerset, PA",MSA
12/31/2001,79523,"Somerset, PA",MSA
12/31/2002,79621,"Somerset, PA",MSA
12/31/2003,79754,"Somerset, PA",MSA
12/31/2004,79402,"Somerset, PA",MSA
12/31/2005,79015,"Somerset, PA",MSA
12/31/2006,78834,"Somerset, PA",MSA
12/31/2007,78490,"Somerset, PA",MSA
12/31/2008,78120,"Somerset, PA",MSA
12/31/2009,78025,"Somerset, PA",MSA
12/31/2010,77763,"Somerset, PA",MSA
12/31/2011,77287,"Somerset, PA",MSA
12/31/2012,77028,"Somerset, PA",MSA
12/31/2013,76607,"Somerset, PA",MSA
12/31/2014,76167,"Somerset, PA",MSA
12/31/2015,75404,"Somerset, PA",MSA
12/31/2016,74890,"Somerset, PA",MSA
12/31/2017,74273,"Somerset, PA",MSA
12/31/2018,73951,"Somerset, PA",MSA
12/31/2019,73442,"Somerset, PA",MSA
12/31/2020,74016,"Somerset, PA",MSA
12/31/2021,72999,"Somerset, PA",MSA
12/31/2022,72710,"Somerset, PA",MSA
12/31/2000,54658,"Sonora, CA",MSA
12/31/2001,55253,"Sonora, CA",MSA
12/31/2002,55850,"Sonora, CA",MSA
12/31/2003,56513,"Sonora, CA",MSA
12/31/2004,56602,"Sonora, CA",MSA
12/31/2005,56788,"Sonora, CA",MSA
12/31/2006,56680,"Sonora, CA",MSA
12/31/2007,56339,"Sonora, CA",MSA
12/31/2008,56320,"Sonora, CA",MSA
12/31/2009,55845,"Sonora, CA",MSA
12/31/2010,55164,"Sonora, CA",MSA
12/31/2011,54808,"Sonora, CA",MSA
12/31/2012,54201,"Sonora, CA",MSA
12/31/2013,53975,"Sonora, CA",MSA
12/31/2014,53830,"Sonora, CA",MSA
12/31/2015,53599,"Sonora, CA",MSA
12/31/2016,53729,"Sonora, CA",MSA
12/31/2017,53953,"Sonora, CA",MSA
12/31/2018,54250,"Sonora, CA",MSA
12/31/2019,54290,"Sonora, CA",MSA
12/31/2020,55374,"Sonora, CA",MSA
12/31/2021,55065,"Sonora, CA",MSA
12/31/2022,54531,"Sonora, CA",MSA
12/31/2000,316991,"South Bend-Mishawaka, IN-MI",MSA
12/31/2001,316897,"South Bend-Mishawaka, IN-MI",MSA
12/31/2002,316678,"South Bend-Mishawaka, IN-MI",MSA
12/31/2003,316545,"South Bend-Mishawaka, IN-MI",MSA
12/31/2004,316831,"South Bend-Mishawaka, IN-MI",MSA
12/31/2005,317221,"South Bend-Mishawaka, IN-MI",MSA
12/31/2006,317778,"South Bend-Mishawaka, IN-MI",MSA
12/31/2007,318668,"South Bend-Mishawaka, IN-MI",MSA
12/31/2008,319966,"South Bend-Mishawaka, IN-MI",MSA
12/31/2009,319189,"South Bend-Mishawaka, IN-MI",MSA
12/31/2010,319044,"South Bend-Mishawaka, IN-MI",MSA
12/31/2011,318936,"South Bend-Mishawaka, IN-MI",MSA
12/31/2012,318391,"South Bend-Mishawaka, IN-MI",MSA
12/31/2013,318789,"South Bend-Mishawaka, IN-MI",MSA
12/31/2014,319608,"South Bend-Mishawaka, IN-MI",MSA
12/31/2015,319937,"South Bend-Mishawaka, IN-MI",MSA
12/31/2016,321368,"South Bend-Mishawaka, IN-MI",MSA
12/31/2017,321753,"South Bend-Mishawaka, IN-MI",MSA
12/31/2018,322734,"South Bend-Mishawaka, IN-MI",MSA
12/31/2019,323542,"South Bend-Mishawaka, IN-MI",MSA
12/31/2020,324222,"South Bend-Mishawaka, IN-MI",MSA
12/31/2021,323842,"South Bend-Mishawaka, IN-MI",MSA
12/31/2022,323637,"South Bend-Mishawaka, IN-MI",MSA
12/31/2000,254443,"Spartanburg, SC",MSA
12/31/2001,256469,"Spartanburg, SC",MSA
12/31/2002,258467,"Spartanburg, SC",MSA
12/31/2003,260223,"Spartanburg, SC",MSA
12/31/2004,261828,"Spartanburg, SC",MSA
12/31/2005,264481,"Spartanburg, SC",MSA
12/31/2006,268898,"Spartanburg, SC",MSA
12/31/2007,274215,"Spartanburg, SC",MSA
12/31/2008,279673,"Spartanburg, SC",MSA
12/31/2009,283335,"Spartanburg, SC",MSA
12/31/2010,284769,"Spartanburg, SC",MSA
12/31/2011,286180,"Spartanburg, SC",MSA
12/31/2012,288283,"Spartanburg, SC",MSA
12/31/2013,290545,"Spartanburg, SC",MSA
12/31/2014,293146,"Spartanburg, SC",MSA
12/31/2015,296741,"Spartanburg, SC",MSA
12/31/2016,301027,"Spartanburg, SC",MSA
12/31/2017,306979,"Spartanburg, SC",MSA
12/31/2018,314490,"Spartanburg, SC",MSA
12/31/2019,320254,"Spartanburg, SC",MSA
12/31/2020,329365,"Spartanburg, SC",MSA
12/31/2021,335406,"Spartanburg, SC",MSA
12/31/2022,345831,"Spartanburg, SC",MSA
12/31/2000,21763,"Spearfish, SD",MSA
12/31/2001,21738,"Spearfish, SD",MSA
12/31/2002,21763,"Spearfish, SD",MSA
12/31/2003,22135,"Spearfish, SD",MSA
12/31/2004,22610,"Spearfish, SD",MSA
12/31/2005,22889,"Spearfish, SD",MSA
12/31/2006,23172,"Spearfish, SD",MSA
12/31/2007,23543,"Spearfish, SD",MSA
12/31/2008,23659,"Spearfish, SD",MSA
12/31/2009,23781,"Spearfish, SD",MSA
12/31/2010,24204,"Spearfish, SD",MSA
12/31/2011,24335,"Spearfish, SD",MSA
12/31/2012,24418,"Spearfish, SD",MSA
12/31/2013,24962,"Spearfish, SD",MSA
12/31/2014,24759,"Spearfish, SD",MSA
12/31/2015,24862,"Spearfish, SD",MSA
12/31/2016,25389,"Spearfish, SD",MSA
12/31/2017,25736,"Spearfish, SD",MSA
12/31/2018,25776,"Spearfish, SD",MSA
12/31/2019,25908,"Spearfish, SD",MSA
12/31/2020,25838,"Spearfish, SD",MSA
12/31/2021,26138,"Spearfish, SD",MSA
12/31/2022,27214,"Spearfish, SD",MSA
12/31/2000,17360,"Spencer, IA",MSA
12/31/2001,17256,"Spencer, IA",MSA
12/31/2002,17086,"Spencer, IA",MSA
12/31/2003,16985,"Spencer, IA",MSA
12/31/2004,16960,"Spencer, IA",MSA
12/31/2005,16848,"Spencer, IA",MSA
12/31/2006,16812,"Spencer, IA",MSA
12/31/2007,16725,"Spencer, IA",MSA
12/31/2008,16697,"Spencer, IA",MSA
12/31/2009,16708,"Spencer, IA",MSA
12/31/2010,16633,"Spencer, IA",MSA
12/31/2011,16598,"Spencer, IA",MSA
12/31/2012,16540,"Spencer, IA",MSA
12/31/2013,16440,"Spencer, IA",MSA
12/31/2014,16483,"Spencer, IA",MSA
12/31/2015,16498,"Spencer, IA",MSA
12/31/2016,16301,"Spencer, IA",MSA
12/31/2017,16151,"Spencer, IA",MSA
12/31/2018,16167,"Spencer, IA",MSA
12/31/2019,16094,"Spencer, IA",MSA
12/31/2020,16335,"Spencer, IA",MSA
12/31/2021,16428,"Spencer, IA",MSA
12/31/2022,16475,"Spencer, IA",MSA
12/31/2000,16460,"Spirit Lake, IA",MSA
12/31/2001,16477,"Spirit Lake, IA",MSA
12/31/2002,16351,"Spirit Lake, IA",MSA
12/31/2003,16339,"Spirit Lake, IA",MSA
12/31/2004,16506,"Spirit Lake, IA",MSA
12/31/2005,16644,"Spirit Lake, IA",MSA
12/31/2006,16667,"Spirit Lake, IA",MSA
12/31/2007,16634,"Spirit Lake, IA",MSA
12/31/2008,16690,"Spirit Lake, IA",MSA
12/31/2009,16666,"Spirit Lake, IA",MSA
12/31/2010,16669,"Spirit Lake, IA",MSA
12/31/2011,16861,"Spirit Lake, IA",MSA
12/31/2012,16929,"Spirit Lake, IA",MSA
12/31/2013,16883,"Spirit Lake, IA",MSA
12/31/2014,16845,"Spirit Lake, IA",MSA
12/31/2015,17009,"Spirit Lake, IA",MSA
12/31/2016,17135,"Spirit Lake, IA",MSA
12/31/2017,17167,"Spirit Lake, IA",MSA
12/31/2018,17159,"Spirit Lake, IA",MSA
12/31/2019,17290,"Spirit Lake, IA",MSA
12/31/2020,17766,"Spirit Lake, IA",MSA
12/31/2021,17852,"Spirit Lake, IA",MSA
12/31/2022,18028,"Spirit Lake, IA",MSA
12/31/2000,459013,"Spokane-Spokane Valley, WA",MSA
12/31/2001,463126,"Spokane-Spokane Valley, WA",MSA
12/31/2002,467441,"Spokane-Spokane Valley, WA",MSA
12/31/2003,471299,"Spokane-Spokane Valley, WA",MSA
12/31/2004,476290,"Spokane-Spokane Valley, WA",MSA
12/31/2005,482051,"Spokane-Spokane Valley, WA",MSA
12/31/2006,489883,"Spokane-Spokane Valley, WA",MSA
12/31/2007,499209,"Spokane-Spokane Valley, WA",MSA
12/31/2008,505661,"Spokane-Spokane Valley, WA",MSA
12/31/2009,511783,"Spokane-Spokane Valley, WA",MSA
12/31/2010,515574,"Spokane-Spokane Valley, WA",MSA
12/31/2011,516973,"Spokane-Spokane Valley, WA",MSA
12/31/2012,519099,"Spokane-Spokane Valley, WA",MSA
12/31/2013,521840,"Spokane-Spokane Valley, WA",MSA
12/31/2014,526646,"Spokane-Spokane Valley, WA",MSA
12/31/2015,532546,"Spokane-Spokane Valley, WA",MSA
12/31/2016,541350,"Spokane-Spokane Valley, WA",MSA
12/31/2017,550387,"Spokane-Spokane Valley, WA",MSA
12/31/2018,558807,"Spokane-Spokane Valley, WA",MSA
12/31/2019,568046,"Spokane-Spokane Valley, WA",MSA
12/31/2020,587712,"Spokane-Spokane Valley, WA",MSA
12/31/2021,593051,"Spokane-Spokane Valley, WA",MSA
12/31/2022,597919,"Spokane-Spokane Valley, WA",MSA
12/31/2000,201628,"Springfield, IL",MSA
12/31/2001,202427,"Springfield, IL",MSA
12/31/2002,203281,"Springfield, IL",MSA
12/31/2003,203901,"Springfield, IL",MSA
12/31/2004,204526,"Springfield, IL",MSA
12/31/2005,204988,"Springfield, IL",MSA
12/31/2006,205887,"Springfield, IL",MSA
12/31/2007,206771,"Springfield, IL",MSA
12/31/2008,207874,"Springfield, IL",MSA
12/31/2009,208900,"Springfield, IL",MSA
12/31/2010,210465,"Springfield, IL",MSA
12/31/2011,211752,"Springfield, IL",MSA
12/31/2012,212123,"Springfield, IL",MSA
12/31/2013,211766,"Springfield, IL",MSA
12/31/2014,211765,"Springfield, IL",MSA
12/31/2015,211337,"Springfield, IL",MSA
12/31/2016,210516,"Springfield, IL",MSA
12/31/2017,209474,"Springfield, IL",MSA
12/31/2018,208099,"Springfield, IL",MSA
12/31/2019,207080,"Springfield, IL",MSA
12/31/2020,208393,"Springfield, IL",MSA
12/31/2021,207606,"Springfield, IL",MSA
12/31/2022,206655,"Springfield, IL",MSA
12/31/2000,680368,"Springfield, MA",MSA
12/31/2001,680632,"Springfield, MA",MSA
12/31/2002,684002,"Springfield, MA",MSA
12/31/2003,687131,"Springfield, MA",MSA
12/31/2004,687735,"Springfield, MA",MSA
12/31/2005,688409,"Springfield, MA",MSA
12/31/2006,689284,"Springfield, MA",MSA
12/31/2007,689853,"Springfield, MA",MSA
12/31/2008,691239,"Springfield, MA",MSA
12/31/2009,692079,"Springfield, MA",MSA
12/31/2010,694951,"Springfield, MA",MSA
12/31/2011,698094,"Springfield, MA",MSA
12/31/2012,699220,"Springfield, MA",MSA
12/31/2013,700196,"Springfield, MA",MSA
12/31/2014,701965,"Springfield, MA",MSA
12/31/2015,701047,"Springfield, MA",MSA
12/31/2016,700193,"Springfield, MA",MSA
12/31/2017,699296,"Springfield, MA",MSA
12/31/2018,699923,"Springfield, MA",MSA
12/31/2019,697621,"Springfield, MA",MSA
12/31/2020,681929,"Springfield, MA",MSA
12/31/2021,696880,"Springfield, MA",MSA
12/31/2022,694523,"Springfield, MA",MSA
12/31/2000,369920,"Springfield, MO",MSA
12/31/2001,375215,"Springfield, MO",MSA
12/31/2002,380529,"Springfield, MO",MSA
12/31/2003,387040,"Springfield, MO",MSA
12/31/2004,394660,"Springfield, MO",MSA
12/31/2005,402883,"Springfield, MO",MSA
12/31/2006,413765,"Springfield, MO",MSA
12/31/2007,423127,"Springfield, MO",MSA
12/31/2008,429289,"Springfield, MO",MSA
12/31/2009,434220,"Springfield, MO",MSA
12/31/2010,437362,"Springfield, MO",MSA
12/31/2011,440517,"Springfield, MO",MSA
12/31/2012,444487,"Springfield, MO",MSA
12/31/2013,448649,"Springfield, MO",MSA
12/31/2014,451837,"Springfield, MO",MSA
12/31/2015,455942,"Springfield, MO",MSA
12/31/2016,458376,"Springfield, MO",MSA
12/31/2017,462661,"Springfield, MO",MSA
12/31/2018,466955,"Springfield, MO",MSA
12/31/2019,471268,"Springfield, MO",MSA
12/31/2020,476340,"Springfield, MO",MSA
12/31/2021,481699,"Springfield, MO",MSA
12/31/2022,487061,"Springfield, MO",MSA
12/31/2000,144605,"Springfield, OH",MSA
12/31/2001,143803,"Springfield, OH",MSA
12/31/2002,143229,"Springfield, OH",MSA
12/31/2003,141758,"Springfield, OH",MSA
12/31/2004,141380,"Springfield, OH",MSA
12/31/2005,141367,"Springfield, OH",MSA
12/31/2006,140668,"Springfield, OH",MSA
12/31/2007,139829,"Springfield, OH",MSA
12/31/2008,139404,"Springfield, OH",MSA
12/31/2009,138778,"Springfield, OH",MSA
12/31/2010,138272,"Springfield, OH",MSA
12/31/2011,137823,"Springfield, OH",MSA
12/31/2012,137198,"Springfield, OH",MSA
12/31/2013,136682,"Springfield, OH",MSA
12/31/2014,136364,"Springfield, OH",MSA
12/31/2015,135810,"Springfield, OH",MSA
12/31/2016,134805,"Springfield, OH",MSA
12/31/2017,134636,"Springfield, OH",MSA
12/31/2018,134697,"Springfield, OH",MSA
12/31/2019,134315,"Springfield, OH",MSA
12/31/2020,135879,"Springfield, OH",MSA
12/31/2021,135747,"Springfield, OH",MSA
12/31/2022,134831,"Springfield, OH",MSA
12/31/2000,168139,"St. Cloud, MN",MSA
12/31/2001,170587,"St. Cloud, MN",MSA
12/31/2002,173123,"St. Cloud, MN",MSA
12/31/2003,175161,"St. Cloud, MN",MSA
12/31/2004,176860,"St. Cloud, MN",MSA
12/31/2005,179222,"St. Cloud, MN",MSA
12/31/2006,181873,"St. Cloud, MN",MSA
12/31/2007,184598,"St. Cloud, MN",MSA
12/31/2008,186507,"St. Cloud, MN",MSA
12/31/2009,188114,"St. Cloud, MN",MSA
12/31/2010,189233,"St. Cloud, MN",MSA
12/31/2011,190110,"St. Cloud, MN",MSA
12/31/2012,190597,"St. Cloud, MN",MSA
12/31/2013,191597,"St. Cloud, MN",MSA
12/31/2014,193172,"St. Cloud, MN",MSA
12/31/2015,195501,"St. Cloud, MN",MSA
12/31/2016,196977,"St. Cloud, MN",MSA
12/31/2017,198731,"St. Cloud, MN",MSA
12/31/2018,200603,"St. Cloud, MN",MSA
12/31/2019,202014,"St. Cloud, MN",MSA
12/31/2020,199824,"St. Cloud, MN",MSA
12/31/2021,200640,"St. Cloud, MN",MSA
12/31/2022,201868,"St. Cloud, MN",MSA
12/31/2000,91206,"St. George, UT",MSA
12/31/2001,94512,"St. George, UT",MSA
12/31/2002,99274,"St. George, UT",MSA
12/31/2003,104188,"St. George, UT",MSA
12/31/2004,110207,"St. George, UT",MSA
12/31/2005,119000,"St. George, UT",MSA
12/31/2006,126796,"St. George, UT",MSA
12/31/2007,132277,"St. George, UT",MSA
12/31/2008,135552,"St. George, UT",MSA
12/31/2009,137088,"St. George, UT",MSA
12/31/2010,138397,"St. George, UT",MSA
12/31/2011,141288,"St. George, UT",MSA
12/31/2012,144216,"St. George, UT",MSA
12/31/2013,147099,"St. George, UT",MSA
12/31/2014,151231,"St. George, UT",MSA
12/31/2015,154839,"St. George, UT",MSA
12/31/2016,159537,"St. George, UT",MSA
12/31/2017,166195,"St. George, UT",MSA
12/31/2018,172051,"St. George, UT",MSA
12/31/2019,177938,"St. George, UT",MSA
12/31/2020,182009,"St. George, UT",MSA
12/31/2021,191476,"St. George, UT",MSA
12/31/2022,197680,"St. George, UT",MSA
12/31/2000,124091,"St. Joseph, MO-KS",MSA
12/31/2001,123936,"St. Joseph, MO-KS",MSA
12/31/2002,123894,"St. Joseph, MO-KS",MSA
12/31/2003,123923,"St. Joseph, MO-KS",MSA
12/31/2004,123366,"St. Joseph, MO-KS",MSA
12/31/2005,123484,"St. Joseph, MO-KS",MSA
12/31/2006,124222,"St. Joseph, MO-KS",MSA
12/31/2007,125483,"St. Joseph, MO-KS",MSA
12/31/2008,126077,"St. Joseph, MO-KS",MSA
12/31/2009,127001,"St. Joseph, MO-KS",MSA
12/31/2010,127274,"St. Joseph, MO-KS",MSA
12/31/2011,127725,"St. Joseph, MO-KS",MSA
12/31/2012,127947,"St. Joseph, MO-KS",MSA
12/31/2013,127691,"St. Joseph, MO-KS",MSA
12/31/2014,127328,"St. Joseph, MO-KS",MSA
12/31/2015,126801,"St. Joseph, MO-KS",MSA
12/31/2016,126656,"St. Joseph, MO-KS",MSA
12/31/2017,126347,"St. Joseph, MO-KS",MSA
12/31/2018,125874,"St. Joseph, MO-KS",MSA
12/31/2019,123297,"St. Joseph, MO-KS",MSA
12/31/2020,121631,"St. Joseph, MO-KS",MSA
12/31/2021,120814,"St. Joseph, MO-KS",MSA
12/31/2022,119690,"St. Joseph, MO-KS",MSA
12/31/2000,2678822,"St. Louis, MO-IL",MSA
12/31/2001,2690131,"St. Louis, MO-IL",MSA
12/31/2002,2700121,"St. Louis, MO-IL",MSA
12/31/2003,2711031,"St. Louis, MO-IL",MSA
12/31/2004,2721868,"St. Louis, MO-IL",MSA
12/31/2005,2730316,"St. Louis, MO-IL",MSA
12/31/2006,2744265,"St. Louis, MO-IL",MSA
12/31/2007,2755581,"St. Louis, MO-IL",MSA
12/31/2008,2767776,"St. Louis, MO-IL",MSA
12/31/2009,2779404,"St. Louis, MO-IL",MSA
12/31/2010,2790104,"St. Louis, MO-IL",MSA
12/31/2011,2795528,"St. Louis, MO-IL",MSA
12/31/2012,2797309,"St. Louis, MO-IL",MSA
12/31/2013,2800314,"St. Louis, MO-IL",MSA
12/31/2014,2804482,"St. Louis, MO-IL",MSA
